personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Hans Werthén,Ludvika församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Nils Johan Berlin,Härnösands domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Björn Engquist,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Uno Åhrén,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Anders Franzén,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Bo Kalling,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Per Enflo,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Conny Palm,Sverige,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Paul J. Crutzen,Amsterdam,Konungariket Nederländerna,Amsterdam,Noord-Holland,Nederländerna,Stockholms universitet,1878-01-01T00:00:00Z
Birger Bergh,Luleå,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Valentin Broberg,Stockholms stad,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Max Tegmark,Sverige,Sverige,Massachusetts Institute of Technology,Cambridge,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Egor Babaev,Sankt Petersburg,Ryssland,University of Massachusetts Amherst,Massachusetts,USA,Uppsala universitet,1477-01-01T00:00:00Z
Bertil Ohlin,Klippan,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Jan Anderson,Queenstown,Nya Zeeland,Australian National University,Canberra,Australien,Umeå universitet,1965-01-01T00:00:00Z
Ana Betancour,Montevideo,Uruguay,Umeå universitet,Umeå kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Olof Hanner,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Sjöberg,Danderyds kommun,Sverige,Mittuniversitetet,Jämtlands län,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Sjöberg,Danderyds kommun,Sverige,Mittuniversitetet,Västernorrlands län,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Velta Rūķe-Draviņa,Valmiera,Lettland,Lettlands universitet,Riga,Lettland,Stockholms universitet,1878-01-01T00:00:00Z
Inge-Bert Täljedal,Värnamo församling,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Frank Ludwig Spitzer,Wien,Österrike,Cornell University,Ithaca,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sven-Gösta Nilsson,Kristianstad,Sverige,"University of California, Berkeley",Berkeley,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Paul J. Crutzen,Amsterdam,Konungariket Nederländerna,Universitetet i Utrecht,Utrecht,Nederländerna,Stockholms universitet,1878-01-01T00:00:00Z
Olof Hanner,Stockholm,Sverige,Institute for Advanced Study,Princeton,USA,Stockholms universitet,1878-01-01T00:00:00Z
Heinz-Otto Kreiss,Hamburg,Tyskland,"University of California, Los Angeles",Los Angeles,USA,Stockholms universitet,1878-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm,Sverige,SciLifeLabs,Uppsala,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm,Sverige,SciLifeLabs,Stockholm,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anna-Karin Tornberg,Kiruna,Sverige,Courant Institute of Mathematical Sciences,Manhattan,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Olav Kallenberg,Stockholm,Sverige,Auburn University,Auburn,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Eric Hallgren,Nyköping,Sverige,Högre latinläroverket,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bror Viktor Adler,Fors församling,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Carl Gustaf Näslund,Hede,Sverige,Härnösands stift,Sverige,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ingrid Detter de Frankopan,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Bjarne Bender Mortensen,Köpenhamn,Danmark,Södertälje kommun,Stockholms län,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Magnus Möller,Kågeröds socken,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Erik Johansson,Skultuna församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ingemar Ståhl,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Sven-Gösta Nilsson,Kristianstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Joachim Israel,Karlsruhe,Tyskland,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hannes Alfvén,Norrköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sharon Rider,New York,USA,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Ringmar,Luleå,Sverige,Mittuniversitetet,Jämtlands län,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lalya Gaye,Genève,Schweiz,Rhode Island School of Design,Providence,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Karl Johan Åström,Östersund,Sverige,Lunds universitet,Lunds kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Adam Strohm,Vänersborg,Sverige,University of Illinois at Urbana-Champaign,Champaign,USA,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Adam Smitt,Halmstad,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Hjalmar Sjögren,Färnebo församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Hjalmar Holmgren,Västra Ny församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Israel Hwasser,Älvkarleby församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Göran Magnusson,Simrishamn,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Einar Naumann,Hörby socken,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gösta Berg,Örebro,Sverige,Nordiska museet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Eric Hallgren,Nyköping,Sverige,Norra Real,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Vilhelm Carlheim-Gyllensköld,Stockholms stad,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Sillén,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hjalmar Holmgren,Västra Ny församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jonas Magni Wexionensis,Växjö,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Thore Engströmer,Sollefteå,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Edvard Magnus Rodhe,Lunds domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Hans-Olof Andrén,Göteborg,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Carl Gustaf Näslund,Hede,Sverige,Arnäs socken,Örnsköldsviks kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Robert Fries,Uppsala,Sverige,Sahlgrenska Universitetssjukhuset,Göteborg,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jaan Allpere,Tallinn,Estland,Tulane University,New Orleans,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Gunnar Fant,Nyköping,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Östen Mäkitalo,Koutojärvi,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Isak Gustaf Clason,Stora Kopparbergs församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Carl-Gunne Fälthammar,Markaryd,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Gustaf Lindgren,Klara församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Tore Lindmark,Skeppsholms församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Hjalmar Holmgren,Västra Ny församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar Granholm,Umeå,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Alfred Berg,Hudiksvalls församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bo Sommarström,Hubei,Kina,Etnografiska museet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Michael Granit,Helsingfors,Finland,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Anna-Karin Tornberg,Kiruna,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sven O. Kullander,Sollefteå,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Egor Babaev,Sankt Petersburg,Ryssland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Claes-Göran Granqvist,Helsingborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Lars Christian Tingstadius,Lunda församling,Sverige,Medevi brunn,Motala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Gyldén,Oscars församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Fritz Hjelte,Pjätteryds församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Lennart Bengtsson,Trollhättan,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ruben G:son Berg,Nyköpings Alla Helgona församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Robert Fries,Uppsala,Sverige,Sahlgrenska Universitetssjukhuset,Västra Götalandsregionen,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Norrhem,Ludvika,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Hjalmar Kempff,Längbro församling,Sverige,"Vasaskolan, Gävle",Gävle kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Ringmar,Luleå,Sverige,London School of Economics,London,Storbritannien,Uppsala universitet,1477-01-01T00:00:00Z
Per-Arne Bodin,Boteå församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gero Miesenböck,Braunau am Inn,Österrike,Yale University,New Haven,USA,Umeå universitet,1965-01-01T00:00:00Z
Gunnar Svedberg,Bollnäs,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Heinz-Otto Kreiss,Hamburg,Tyskland,California Institute of Technology,Pasadena,USA,Stockholms universitet,1878-01-01T00:00:00Z
Ragnar Berlin,Stockholm,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jan Glete,Västerås,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hans Adolfsson,Ludvika,Sverige,Umeå universitet,Umeå kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Phillips Hult,Kungsholms församling,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Uno Boklund,Helsingborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Ulla Ehrensvärd,Engelbrekts församling,Sverige,Kungliga biblioteket,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Olle Persson (professor),Luleå,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Kerstin Lindblad-Toh,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Susanna Roxman,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gösta Forssell,Aspeboda församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Carl H. Lindroth,Lunds domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gero Miesenböck,Braunau am Inn,Österrike,Memorial Sloan Kettering Cancer Center,Manhattan,USA,Umeå universitet,1965-01-01T00:00:00Z
Gero Miesenböck,Braunau am Inn,Österrike,Cornell University,Ithaca,USA,Umeå universitet,1965-01-01T00:00:00Z
John Lindros,Vaxholm,Sverige,Svenska Institutet i Rom,Rom,Italien,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Bjarne Bender Mortensen,Köpenhamn,Kungariket Danmark,Södertälje kommun,Stockholms län,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gero Miesenböck,Braunau am Inn,Österrike,Oxfords universitet,Oxford,Storbritannien,Umeå universitet,1965-01-01T00:00:00Z
Olle Bälter,Umeå,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Heinz-Otto Kreiss,Hamburg,Tyskland,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Tiina Rosenberg,Helsingfors,Finland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars E.O. Svensson,Örnsköldsvik,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sara Zahedi,Teheran,Iran,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Kjell Kallenberg,Nyköping,Sverige,Örebro universitet,Örebro kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Karl Johan Åström,Östersund,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Olof Selling,S:t Matteus församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Valter Schytt,Solna församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Paul Åberg,Malmö,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Velta Rūķe-Draviņa,Valmiera,Lettland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Daniel Birnbaum,Stockholm,Sverige,Städelschule,Frankfurt am Main,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Karolina Ekholm,Täby,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Karolina Ekholm,Täby,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Anders Gullberg,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Per Enflo,Stockholm,Sverige,Kent State University,Kent,USA,Stockholms universitet,1878-01-01T00:00:00Z
Lars Roberg,Hovförsamlingen,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Frey Svenson,Vetlanda församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Frithiof Holmgren,Västra Ny församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Hammarsten,Norrköpings S:t Olofs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Enquist,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Phillips Hult,Kungsholms församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Marianne Kärrholm,Helsingfors,Finland,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Hans Fog,Stockholm,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Fredrik Enquist,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Nils-Erik Andén,Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gunnar Larsson-Leander,Bollnäs,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anders Söderholm,Morjärv,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Elza Dunkels,Umeå,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Sten Lagergren,Surahammar,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Jan Sandström,Stockholm,Sverige,Luleå tekniska universitet,Luleå kommun,Sverige,Luleå tekniska universitet,1971-07-01T00:00:00Z
Ebba Witt-Brattström,Stockholm,Sverige,Södertörns högskola,Huddinge kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Allan Klynne,Stockholm,Sverige,Svenska institutet i Athen,Aten,Grekland,Uppsala universitet,1477-01-01T00:00:00Z
Per-Erik Åbom,Norrköping,Sverige,Länssjukhuset Ryhov,Jönköpings kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Erik Sjöqvist,Ronneby,Sverige,Princeton University,Princeton,USA,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Brodin,Hammarstrand,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Ulla Ehrensvärd,Engelbrekts församling,Sverige,Nationalmuseum,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ester Elisabeth Grönblad,Uppsala,Sverige,Serafimerlasarettet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ivar Fredholm,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Ernst Antevs,Vartofta,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Phillips Hult,Kungsholms församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ernst Antevs,Vartofta,Sverige,University of Arizona,Tucson,USA,Stockholms universitet,1878-01-01T00:00:00Z
Karin Eriksson,S:t Görans församling,Sverige,Västerbottens museum,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Elias Gabriel Eneholm,Kvillinge socken,Sverige,Kejserliga medicinsk-kirurgiska akademin,Sankt Petersburg,Ryssland,Uppsala universitet,1477-01-01T00:00:00Z
Walter Korpi,Koutojärvi,Sverige,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gunnar Svedberg,Bollnäs,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Jonas Eliasson,Kristinehamn,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Walter Korpi,Koutojärvi,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ivar Fredholm,Klara församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Jan Peder Lamm,Sollefteå församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Egor Babaev,Sankt Petersburg,Ryssland,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Kjellén,Göteborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Kim Waldén,Göteborg,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Klas Sondén,Kvillinge,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Lars Kjellén,Göteborg,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Sandewall,Oskarshamn,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
